transaction id,transaction_type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000206315,P2M,Shopping,1036,SUCCESS,18-25,36-45,Tamil Nadu,IndusInd,Yes Bank,iOS,4G,0,17,Monday,0
TXN0000241072,Recharge,Fuel,2686,SUCCESS,18-25,36-45,Gujarat,IndusInd,SBI,iOS,4G,0,14,Saturday,1
TXN0000046851,P2M,Food,632,FAILED,36-45,18-25,Maharashtra,SBI,SBI,iOS,4G,0,13,Sunday,1
TXN0000046563,P2M,Grocery,1994,SUCCESS,36-45,26-35,Uttar Pradesh,ICICI,PNB,Android,4G,0,10,Thursday,0
TXN0000204238,Bill Payment,Other,609,SUCCESS,26-35,56+,Rajasthan,IndusInd,SBI,Android,4G,0,15,Sunday,1
TXN0000233078,P2P,Shopping,549,SUCCESS,26-35,26-35,Delhi,PNB,SBI,Android,4G,0,17,Sunday,1
TXN0000045969,P2P,Shopping,1637,SUCCESS,36-45,26-35,Karnataka,HDFC,PNB,Android,4G,0,12,Thursday,0
TXN0000097138,P2P,Other,459,SUCCESS,18-25,36-45,Tamil Nadu,SBI,HDFC,iOS,WiFi,0,13,Monday,0
TXN0000215590,Bill Payment,Food,850,SUCCESS,46-55,18-25,Delhi,SBI,Yes Bank,Android,WiFi,0,21,Thursday,0
TXN0000107310,P2M,Fuel,525,SUCCESS,36-45,26-35,Rajasthan,Yes Bank,SBI,Android,5G,0,19,Monday,0
TXN0000124451,P2M,Food,49,FAILED,36-45,56+,Tamil Nadu,Axis,Axis,iOS,4G,0,17,Monday,0
TXN0000183402,P2P,Other,857,SUCCESS,26-35,18-25,Rajasthan,SBI,Axis,Android,4G,0,23,Tuesday,0
TXN0000094440,P2P,Fuel,3887,SUCCESS,46-55,36-45,Maharashtra,Kotak,PNB,Android,4G,0,4,Friday,0
TXN0000190869,P2M,Grocery,2596,SUCCESS,26-35,26-35,Rajasthan,HDFC,HDFC,iOS,4G,0,21,Sunday,1
TXN0000069591,P2P,Transport,208,FAILED,18-25,26-35,Uttar Pradesh,PNB,Yes Bank,Android,4G,0,20,Saturday,1
TXN0000126458,P2M,Shopping,1514,SUCCESS,26-35,18-25,Tamil Nadu,PNB,ICICI,iOS,WiFi,0,20,Monday,0
TXN0000248551,P2P,Entertainment,165,SUCCESS,56+,18-25,Delhi,Kotak,SBI,Android,4G,0,12,Thursday,0
TXN0000022739,P2P,Healthcare,1663,SUCCESS,36-45,46-55,Telangana,HDFC,HDFC,iOS,4G,0,19,Sunday,1
TXN0000198785,P2M,Shopping,916,SUCCESS,18-25,46-55,Uttar Pradesh,ICICI,HDFC,iOS,5G,0,11,Tuesday,0
TXN0000246585,Bill Payment,Education,8154,SUCCESS,36-45,18-25,Rajasthan,Axis,SBI,Android,3G,0,9,Monday,0
TXN0000083301,P2P,Entertainment,560,SUCCESS,26-35,46-55,Uttar Pradesh,HDFC,HDFC,Android,4G,0,14,Tuesday,0
TXN0000209988,P2P,Grocery,619,SUCCESS,36-45,26-35,Karnataka,SBI,SBI,iOS,3G,0,17,Tuesday,0
TXN0000099486,P2M,Shopping,6166,SUCCESS,26-35,26-35,Tamil Nadu,PNB,IndusInd,Android,4G,0,19,Tuesday,0
TXN0000066217,P2P,Other,420,SUCCESS,18-25,18-25,Maharashtra,HDFC,PNB,Android,4G,0,21,Sunday,1
TXN0000116896,P2M,Fuel,3662,SUCCESS,46-55,36-45,Karnataka,IndusInd,ICICI,iOS,4G,0,19,Saturday,1
TXN0000138919,P2P,Shopping,7567,SUCCESS,18-25,18-25,Rajasthan,PNB,Axis,Android,5G,0,16,Saturday,1
TXN0000065887,P2P,Shopping,1125,SUCCESS,18-25,56+,Andhra Pradesh,ICICI,HDFC,Android,4G,0,20,Saturday,1
TXN0000161078,P2P,Entertainment,418,SUCCESS,56+,26-35,Maharashtra,HDFC,Kotak,Android,3G,0,11,Tuesday,0
TXN0000158599,P2M,Education,1838,SUCCESS,46-55,36-45,Tamil Nadu,SBI,HDFC,Android,4G,0,23,Friday,0
TXN0000221706,P2M,Food,242,SUCCESS,36-45,46-55,Karnataka,ICICI,SBI,Android,4G,0,19,Sunday,1
TXN0000148460,P2P,Education,13814,SUCCESS,46-55,18-25,Karnataka,Yes Bank,HDFC,Web,5G,0,12,Sunday,1
TXN0000150332,P2M,Shopping,6132,SUCCESS,26-35,26-35,Tamil Nadu,SBI,HDFC,Android,5G,0,20,Thursday,0
TXN0000231493,Bill Payment,Transport,443,SUCCESS,36-45,36-45,Andhra Pradesh,HDFC,HDFC,Android,4G,0,12,Tuesday,0
TXN0000227545,Bill Payment,Transport,49,SUCCESS,26-35,26-35,Uttar Pradesh,ICICI,HDFC,Android,WiFi,0,17,Tuesday,0
TXN0000203614,P2P,Entertainment,106,SUCCESS,36-45,18-25,Maharashtra,SBI,SBI,Android,4G,0,20,Sunday,1
TXN0000198785,P2M,Shopping,916,SUCCESS,18-25,46-55,Uttar Pradesh,ICICI,HDFC,iOS,5G,0,11,Tuesday,0
TXN0000200599,P2M,Grocery,2142,SUCCESS,46-55,36-45,Maharashtra,SBI,Axis,iOS,4G,0,10,Wednesday,0
TXN0000196502,P2P,Fuel,748,SUCCESS,36-45,26-35,Gujarat,Axis,PNB,Android,4G,0,23,Friday,0
TXN0000007562,P2M,Transport,491,SUCCESS,26-35,36-45,Maharashtra,ICICI,Yes Bank,Android,4G,0,20,Sunday,1
TXN0000177113,P2P,Grocery,763,SUCCESS,18-25,36-45,Rajasthan,Kotak,HDFC,Android,5G,0,4,Tuesday,0
TXN0000013894,P2P,Entertainment,268,SUCCESS,36-45,18-25,Maharashtra,SBI,IndusInd,Android,4G,0,19,Saturday,1
TXN0000018659,P2M,Entertainment,611,SUCCESS,18-25,36-45,Andhra Pradesh,HDFC,HDFC,Android,5G,0,12,Tuesday,0
TXN0000070306,P2P,Healthcare,181,SUCCESS,26-35,36-45,Delhi,HDFC,SBI,Android,4G,0,17,Sunday,1
TXN0000014381,Bill Payment,Shopping,2745,SUCCESS,46-55,18-25,Telangana,Axis,PNB,Android,4G,0,6,Saturday,1
TXN0000175007,P2P,Other,826,FAILED,36-45,18-25,Maharashtra,SBI,IndusInd,Android,4G,0,14,Tuesday,0
TXN0000209989,P2P,Shopping,651,SUCCESS,36-45,18-25,Rajasthan,Yes Bank,HDFC,Android,4G,0,19,Sunday,1
TXN0000222492,P2M,Grocery,1701,SUCCESS,36-45,36-45,Rajasthan,ICICI,Yes Bank,Android,5G,0,14,Tuesday,0
TXN0000242603,P2P,Healthcare,110,SUCCESS,26-35,26-35,Karnataka,HDFC,Yes Bank,Android,5G,0,8,Tuesday,0
TXN0000136849,P2P,Food,5753,SUCCESS,18-25,36-45,Andhra Pradesh,Yes Bank,Kotak,Android,4G,0,20,Saturday,1
TXN0000122333,P2P,Food,155,SUCCESS,26-35,36-45,Rajasthan,Kotak,SBI,Web,5G,0,8,Monday,0
TXN0000049378,P2P,Transport,577,SUCCESS,36-45,36-45,Karnataka,Kotak,HDFC,Android,5G,0,9,Thursday,0
TXN0000234183,P2M,Other,974,SUCCESS,36-45,36-45,Uttar Pradesh,SBI,SBI,Android,3G,0,16,Tuesday,0
TXN0000232449,Bill Payment,Utilities,2882,SUCCESS,56+,18-25,Karnataka,Kotak,Yes Bank,Android,4G,0,12,Monday,0
TXN0000047366,P2M,Grocery,269,SUCCESS,26-35,26-35,Rajasthan,Axis,SBI,iOS,4G,0,20,Saturday,1
TXN0000228856,P2P,Grocery,604,SUCCESS,36-45,26-35,West Bengal,HDFC,Axis,Android,3G,0,0,Sunday,1
TXN0000159485,P2P,Fuel,4951,SUCCESS,26-35,36-45,West Bengal,HDFC,HDFC,Android,4G,0,13,Friday,0
TXN0000056678,P2M,Food,83,FAILED,26-35,26-35,Delhi,IndusInd,PNB,Android,4G,0,18,Sunday,1
TXN0000122410,P2P,Grocery,1040,SUCCESS,18-25,26-35,Uttar Pradesh,Yes Bank,SBI,Android,4G,0,13,Monday,0
TXN0000154649,Recharge,Entertainment,385,SUCCESS,36-45,26-35,Uttar Pradesh,HDFC,SBI,Android,4G,0,10,Wednesday,0
TXN0000236151,P2M,Fuel,1741,SUCCESS,26-35,26-35,Telangana,SBI,SBI,iOS,5G,0,18,Tuesday,0
TXN0000157637,P2M,Food,674,FAILED,26-35,26-35,Maharashtra,Yes Bank,ICICI,Android,5G,0,21,Sunday,1
TXN0000145084,P2M,Grocery,168,SUCCESS,26-35,36-45,West Bengal,SBI,HDFC,Android,5G,0,19,Thursday,0
TXN0000004927,Bill Payment,Grocery,1850,FAILED,26-35,36-45,Telangana,ICICI,ICICI,iOS,WiFi,0,18,Tuesday,0
TXN0000030107,P2P,Healthcare,325,SUCCESS,36-45,26-35,Uttar Pradesh,Kotak,Kotak,Android,4G,0,3,Thursday,0
TXN0000041915,P2M,Shopping,3076,SUCCESS,26-35,36-45,Maharashtra,HDFC,IndusInd,Android,4G,0,11,Thursday,0
TXN0000094949,Bill Payment,Other,235,SUCCESS,36-45,26-35,West Bengal,Yes Bank,ICICI,Android,5G,0,11,Wednesday,0
TXN0000154547,P2M,Grocery,1212,SUCCESS,36-45,26-35,Tamil Nadu,ICICI,Axis,Android,4G,0,11,Wednesday,0
TXN0000227427,P2P,Healthcare,86,SUCCESS,36-45,46-55,Rajasthan,ICICI,Kotak,iOS,4G,0,14,Thursday,0
TXN0000039851,P2P,Grocery,280,SUCCESS,18-25,36-45,Karnataka,Yes Bank,IndusInd,Android,5G,0,15,Monday,0
TXN0000180810,Bill Payment,Utilities,3826,SUCCESS,36-45,26-35,Telangana,Yes Bank,SBI,Android,4G,0,19,Thursday,0
TXN0000086598,P2M,Shopping,3940,SUCCESS,26-35,18-25,Telangana,SBI,Axis,iOS,4G,0,21,Sunday,1
TXN0000034701,P2P,Grocery,2302,SUCCESS,18-25,36-45,Tamil Nadu,ICICI,SBI,Android,4G,0,19,Friday,0
TXN0000232733,P2P,Transport,133,SUCCESS,26-35,26-35,Karnataka,PNB,SBI,Web,5G,0,20,Sunday,1
TXN0000137302,P2M,Shopping,644,SUCCESS,18-25,26-35,Maharashtra,ICICI,Axis,Android,5G,0,8,Friday,0
TXN0000186234,Recharge,Shopping,678,SUCCESS,36-45,26-35,Karnataka,SBI,SBI,iOS,5G,0,21,Friday,0
TXN0000221494,P2P,Grocery,1087,SUCCESS,18-25,26-35,Karnataka,ICICI,PNB,Android,5G,0,19,Friday,0
TXN0000015917,P2P,Other,98,SUCCESS,46-55,26-35,Uttar Pradesh,SBI,HDFC,Android,4G,0,10,Monday,0
TXN0000241191,P2M,Fuel,460,FAILED,18-25,46-55,Maharashtra,SBI,HDFC,iOS,4G,0,19,Tuesday,0
TXN0000211429,P2P,Fuel,1364,SUCCESS,56+,18-25,Delhi,SBI,Axis,iOS,5G,0,10,Monday,0
TXN0000076710,P2M,Utilities,2691,SUCCESS,26-35,46-55,Karnataka,SBI,SBI,Android,WiFi,0,20,Monday,0
TXN0000202194,P2P,Food,110,SUCCESS,18-25,36-45,Karnataka,HDFC,PNB,Android,4G,0,19,Sunday,1
TXN0000110635,P2P,Utilities,1510,SUCCESS,36-45,36-45,West Bengal,Yes Bank,PNB,Android,5G,0,15,Friday,0
TXN0000146622,P2M,Grocery,1111,SUCCESS,26-35,46-55,Uttar Pradesh,HDFC,Yes Bank,Android,4G,0,10,Sunday,1
TXN0000088775,P2M,Food,306,SUCCESS,18-25,18-25,Rajasthan,PNB,SBI,Android,4G,0,20,Saturday,1
TXN0000062492,P2M,Fuel,636,SUCCESS,26-35,18-25,Telangana,PNB,PNB,Android,4G,0,8,Thursday,0
TXN0000205870,P2P,Grocery,158,SUCCESS,26-35,46-55,Tamil Nadu,SBI,ICICI,Android,5G,0,19,Sunday,1
TXN0000067767,P2M,Food,126,SUCCESS,36-45,26-35,Uttar Pradesh,HDFC,SBI,Android,4G,0,11,Friday,0
TXN0000083560,P2M,Transport,106,SUCCESS,36-45,18-25,Gujarat,ICICI,Kotak,Android,3G,0,21,Thursday,0
TXN0000051227,P2P,Shopping,1177,SUCCESS,18-25,36-45,Karnataka,PNB,ICICI,Android,5G,0,23,Friday,0
TXN0000143402,P2M,Utilities,1578,SUCCESS,26-35,36-45,Uttar Pradesh,HDFC,HDFC,Android,4G,0,6,Friday,0
TXN0000171901,P2P,Transport,1196,SUCCESS,18-25,36-45,Maharashtra,Axis,SBI,Android,4G,0,17,Thursday,0
TXN0000220864,P2P,Grocery,297,SUCCESS,36-45,56+,Andhra Pradesh,Axis,Axis,Android,5G,0,17,Wednesday,0
TXN0000207441,Bill Payment,Food,388,SUCCESS,18-25,18-25,Tamil Nadu,SBI,IndusInd,Android,4G,0,15,Saturday,1
TXN0000100337,P2M,Transport,459,SUCCESS,26-35,26-35,Tamil Nadu,Yes Bank,SBI,Android,3G,0,19,Thursday,0
TXN0000205392,P2P,Utilities,6751,SUCCESS,46-55,46-55,Karnataka,IndusInd,SBI,iOS,5G,0,18,Wednesday,0
TXN0000164530,P2P,Other,473,SUCCESS,26-35,26-35,Gujarat,Kotak,SBI,Android,4G,0,1,Tuesday,0
TXN0000188842,P2P,Food,759,SUCCESS,18-25,18-25,Gujarat,HDFC,SBI,iOS,4G,0,23,Monday,0
TXN0000005040,P2P,Shopping,3491,SUCCESS,18-25,46-55,Karnataka,ICICI,HDFC,Android,4G,0,16,Friday,0
TXN0000152698,Bill Payment,Education,2958,SUCCESS,18-25,26-35,Rajasthan,Yes Bank,HDFC,Android,5G,0,11,Sunday,1
TXN0000135995,P2M,Shopping,7223,FAILED,26-35,18-25,Maharashtra,Yes Bank,PNB,iOS,4G,0,21,Monday,0
TXN0000005544,P2M,Transport,106,SUCCESS,36-45,36-45,Telangana,Yes Bank,SBI,Android,4G,0,19,Monday,0
TXN0000228881,P2M,Fuel,1215,SUCCESS,26-35,56+,Tamil Nadu,PNB,Kotak,iOS,WiFi,0,7,Wednesday,0
TXN0000178137,P2M,Grocery,4526,SUCCESS,36-45,36-45,Gujarat,Kotak,PNB,iOS,4G,0,9,Sunday,1
TXN0000142327,Recharge,Grocery,887,SUCCESS,18-25,36-45,Maharashtra,SBI,IndusInd,Android,3G,0,12,Friday,0
TXN0000243801,Bill Payment,Grocery,1344,SUCCESS,36-45,26-35,Gujarat,ICICI,ICICI,Android,5G,0,1,Saturday,1
TXN0000055634,Bill Payment,Other,539,SUCCESS,36-45,26-35,Karnataka,SBI,SBI,Android,3G,0,9,Saturday,1
TXN0000167861,P2M,Transport,189,SUCCESS,26-35,18-25,Karnataka,ICICI,SBI,iOS,4G,0,21,Wednesday,0
TXN0000166590,P2P,Shopping,4534,SUCCESS,36-45,36-45,Tamil Nadu,ICICI,Kotak,Android,WiFi,0,20,Wednesday,0
TXN0000029671,P2P,Shopping,5965,SUCCESS,36-45,36-45,Maharashtra,IndusInd,SBI,Android,4G,0,18,Thursday,0
TXN0000070135,Bill Payment,Grocery,3667,SUCCESS,18-25,26-35,Gujarat,SBI,HDFC,Android,4G,0,21,Thursday,0
TXN0000003175,P2P,Grocery,2701,SUCCESS,18-25,18-25,Maharashtra,Yes Bank,ICICI,Android,4G,0,13,Thursday,0
TXN0000092242,Bill Payment,Other,815,SUCCESS,18-25,18-25,Karnataka,Axis,PNB,Web,3G,0,7,Tuesday,0
TXN0000091564,P2P,Transport,64,SUCCESS,36-45,26-35,Maharashtra,Axis,SBI,iOS,5G,0,17,Thursday,0
TXN0000180176,P2M,Transport,35,SUCCESS,18-25,56+,Maharashtra,Kotak,Kotak,iOS,4G,0,16,Tuesday,0
TXN0000062062,P2P,Fuel,688,SUCCESS,56+,26-35,Telangana,Axis,SBI,iOS,4G,0,16,Friday,0
TXN0000017510,P2M,Fuel,1781,SUCCESS,18-25,56+,Andhra Pradesh,ICICI,SBI,Web,5G,0,15,Sunday,1
TXN0000236614,P2M,Shopping,3561,SUCCESS,26-35,26-35,West Bengal,Axis,ICICI,Android,4G,0,19,Friday,0
TXN0000034694,P2P,Grocery,698,SUCCESS,18-25,26-35,Maharashtra,SBI,SBI,Android,5G,0,15,Saturday,1
TXN0000024071,Bill Payment,Shopping,770,SUCCESS,46-55,56+,Rajasthan,SBI,PNB,Web,4G,0,12,Tuesday,0
TXN0000231625,P2P,Utilities,1364,SUCCESS,46-55,18-25,Rajasthan,ICICI,SBI,iOS,4G,0,2,Friday,0
TXN0000089960,Recharge,Grocery,1800,SUCCESS,18-25,26-35,Telangana,HDFC,IndusInd,Android,4G,0,11,Wednesday,0
TXN0000120928,P2M,Grocery,578,SUCCESS,26-35,36-45,Telangana,Axis,SBI,Android,4G,0,1,Thursday,0
TXN0000067156,P2P,Other,443,SUCCESS,26-35,18-25,Andhra Pradesh,ICICI,Axis,Android,4G,0,15,Sunday,1
TXN0000192446,P2M,Shopping,317,SUCCESS,26-35,18-25,Gujarat,SBI,Kotak,iOS,4G,0,22,Wednesday,0
TXN0000109766,P2P,Fuel,799,SUCCESS,36-45,56+,Tamil Nadu,PNB,SBI,Android,4G,0,15,Wednesday,0
TXN0000235822,P2P,Entertainment,651,SUCCESS,36-45,18-25,Tamil Nadu,Kotak,SBI,Android,4G,0,9,Sunday,1
TXN0000039347,P2M,Utilities,424,SUCCESS,56+,56+,Uttar Pradesh,PNB,HDFC,Android,4G,0,17,Saturday,1
TXN0000220985,P2P,Healthcare,816,SUCCESS,36-45,36-45,Telangana,SBI,Kotak,Android,WiFi,0,21,Wednesday,0
TXN0000030982,P2M,Education,2312,SUCCESS,46-55,46-55,Maharashtra,SBI,Axis,Android,4G,0,9,Wednesday,0
TXN0000227231,P2M,Fuel,2728,SUCCESS,36-45,26-35,Gujarat,PNB,Yes Bank,iOS,WiFi,0,16,Thursday,0
TXN0000037861,P2M,Education,7978,SUCCESS,36-45,18-25,Gujarat,Axis,SBI,Web,5G,0,13,Tuesday,0
TXN0000097719,P2M,Shopping,1816,SUCCESS,46-55,46-55,Karnataka,SBI,HDFC,Android,4G,0,22,Monday,0
TXN0000005699,P2P,Food,1949,SUCCESS,26-35,36-45,Gujarat,HDFC,HDFC,Android,4G,0,21,Sunday,1
TXN0000247956,P2M,Food,147,SUCCESS,26-35,26-35,Delhi,SBI,SBI,Android,4G,0,19,Tuesday,0
TXN0000097580,P2M,Grocery,329,SUCCESS,46-55,26-35,Karnataka,Axis,SBI,Android,4G,0,20,Thursday,0
TXN0000155287,P2M,Other,1123,SUCCESS,46-55,36-45,Rajasthan,Yes Bank,Axis,Web,4G,0,6,Monday,0
TXN0000133873,P2P,Fuel,529,SUCCESS,36-45,46-55,Delhi,SBI,Axis,Android,5G,0,8,Sunday,1
TXN0000126311,P2M,Grocery,166,SUCCESS,36-45,26-35,West Bengal,Kotak,PNB,Android,4G,0,8,Tuesday,0
TXN0000029427,P2M,Other,572,SUCCESS,18-25,46-55,Karnataka,Kotak,HDFC,iOS,WiFi,0,17,Tuesday,0
TXN0000120655,P2M,Education,1008,SUCCESS,26-35,26-35,Maharashtra,ICICI,ICICI,Android,3G,0,14,Tuesday,0
TXN0000129888,P2M,Other,1129,SUCCESS,36-45,26-35,Uttar Pradesh,PNB,Yes Bank,iOS,WiFi,0,13,Tuesday,0
TXN0000196514,P2P,Transport,80,SUCCESS,56+,56+,Delhi,IndusInd,SBI,iOS,WiFi,0,13,Sunday,1
TXN0000164233,P2P,Education,980,SUCCESS,26-35,36-45,Delhi,IndusInd,ICICI,Android,4G,0,21,Monday,0
TXN0000188015,P2M,Other,628,SUCCESS,36-45,46-55,Maharashtra,PNB,Yes Bank,Android,4G,0,22,Saturday,1
TXN0000221636,P2P,Fuel,1224,SUCCESS,18-25,46-55,Uttar Pradesh,Axis,Axis,Android,4G,0,20,Wednesday,0
TXN0000103534,P2P,Shopping,2876,SUCCESS,36-45,36-45,Telangana,PNB,SBI,Web,5G,0,9,Monday,0
TXN0000197809,P2P,Shopping,2464,SUCCESS,18-25,18-25,Karnataka,PNB,Yes Bank,Android,4G,0,5,Monday,0
TXN0000065067,P2P,Food,623,SUCCESS,36-45,26-35,Rajasthan,Kotak,ICICI,Android,4G,0,11,Saturday,1
TXN0000036192,P2P,Grocery,182,SUCCESS,26-35,26-35,Telangana,Yes Bank,Kotak,Android,5G,0,12,Saturday,1
TXN0000175830,P2P,Entertainment,1758,SUCCESS,18-25,36-45,Telangana,PNB,Yes Bank,Android,WiFi,0,12,Saturday,1
TXN0000219794,Recharge,Transport,248,SUCCESS,56+,26-35,Delhi,SBI,SBI,Android,WiFi,0,20,Monday,0
TXN0000025712,P2P,Utilities,1613,SUCCESS,26-35,18-25,Maharashtra,Axis,SBI,Android,4G,0,20,Tuesday,0
TXN0000122233,Bill Payment,Utilities,2634,SUCCESS,36-45,26-35,Delhi,SBI,Axis,Android,4G,0,19,Sunday,1
TXN0000229948,P2P,Entertainment,249,SUCCESS,46-55,26-35,Gujarat,HDFC,IndusInd,iOS,WiFi,0,16,Saturday,1
TXN0000192148,P2P,Food,389,SUCCESS,18-25,26-35,Delhi,HDFC,IndusInd,Android,4G,0,9,Tuesday,0
TXN0000173980,P2P,Transport,245,SUCCESS,18-25,18-25,Uttar Pradesh,HDFC,PNB,Android,4G,0,23,Friday,0
TXN0000203197,P2P,Other,775,SUCCESS,46-55,46-55,Tamil Nadu,HDFC,ICICI,Android,4G,0,8,Wednesday,0
TXN0000028180,Bill Payment,Food,212,SUCCESS,36-45,26-35,Gujarat,HDFC,HDFC,Android,4G,0,16,Wednesday,0
TXN0000055719,P2M,Fuel,435,SUCCESS,18-25,36-45,Telangana,Kotak,HDFC,Android,WiFi,0,19,Friday,0
TXN0000029431,P2P,Food,276,SUCCESS,26-35,26-35,Maharashtra,SBI,HDFC,Android,3G,0,20,Saturday,1
TXN0000045085,Bill Payment,Utilities,4366,SUCCESS,56+,36-45,Tamil Nadu,SBI,HDFC,iOS,4G,0,10,Monday,0
TXN0000050712,P2M,Food,56,SUCCESS,26-35,56+,Uttar Pradesh,SBI,Axis,Android,4G,0,10,Tuesday,0
TXN0000057389,P2M,Fuel,2841,SUCCESS,18-25,26-35,Karnataka,ICICI,Axis,Android,5G,0,7,Saturday,1
TXN0000057197,P2P,Healthcare,290,SUCCESS,26-35,26-35,Tamil Nadu,SBI,Axis,Android,4G,0,13,Wednesday,0
TXN0000209417,P2P,Healthcare,333,SUCCESS,26-35,18-25,Andhra Pradesh,ICICI,HDFC,Android,3G,0,19,Sunday,1
TXN0000117359,P2M,Utilities,6214,SUCCESS,46-55,26-35,Gujarat,HDFC,Axis,Android,4G,0,10,Monday,0
TXN0000226059,P2M,Food,61,SUCCESS,36-45,46-55,Gujarat,IndusInd,Yes Bank,Android,5G,0,12,Saturday,1
TXN0000130274,P2M,Fuel,1539,SUCCESS,56+,26-35,Karnataka,HDFC,IndusInd,iOS,4G,0,12,Thursday,0
TXN0000034759,P2M,Food,169,SUCCESS,18-25,36-45,Rajasthan,SBI,PNB,Android,WiFi,0,21,Monday,0
TXN0000223965,P2P,Grocery,543,SUCCESS,18-25,26-35,West Bengal,Kotak,HDFC,Android,5G,0,20,Tuesday,0
TXN0000159893,P2M,Shopping,1060,SUCCESS,56+,26-35,Tamil Nadu,HDFC,ICICI,iOS,4G,0,15,Tuesday,0
TXN0000085680,Recharge,Grocery,2978,SUCCESS,26-35,18-25,Tamil Nadu,SBI,SBI,Android,4G,0,1,Sunday,1
TXN0000201240,Bill Payment,Fuel,2074,SUCCESS,36-45,36-45,Uttar Pradesh,ICICI,HDFC,Android,4G,0,21,Sunday,1
TXN0000245128,P2P,Other,2029,SUCCESS,26-35,46-55,Maharashtra,SBI,IndusInd,Android,4G,0,19,Wednesday,0
TXN0000124863,P2P,Utilities,2647,SUCCESS,36-45,18-25,Maharashtra,Kotak,SBI,Android,WiFi,0,0,Thursday,0
TXN0000067780,P2M,Other,576,SUCCESS,36-45,26-35,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,0,21,Tuesday,0
TXN0000152009,P2P,Shopping,3045,SUCCESS,46-55,18-25,Karnataka,Yes Bank,HDFC,Android,5G,0,9,Wednesday,0
TXN0000234391,Bill Payment,Shopping,372,SUCCESS,36-45,26-35,Delhi,HDFC,Axis,iOS,4G,0,12,Monday,0
TXN0000192446,P2M,Shopping,317,SUCCESS,26-35,18-25,Gujarat,SBI,Kotak,iOS,4G,0,22,Wednesday,0
TXN0000022117,Bill Payment,Grocery,1492,SUCCESS,46-55,36-45,West Bengal,HDFC,PNB,Android,4G,0,8,Thursday,0
TXN0000228856,P2P,Grocery,604,SUCCESS,36-45,26-35,West Bengal,HDFC,Axis,Android,3G,0,0,Sunday,1
TXN0000219515,Recharge,Shopping,533,SUCCESS,26-35,56+,Tamil Nadu,Kotak,HDFC,iOS,5G,0,21,Sunday,1
TXN0000210295,P2P,Shopping,521,SUCCESS,26-35,46-55,Maharashtra,IndusInd,PNB,iOS,4G,0,18,Thursday,0
TXN0000199548,P2P,Entertainment,252,SUCCESS,26-35,18-25,Delhi,ICICI,Yes Bank,Android,4G,0,14,Friday,0
TXN0000213047,P2M,Fuel,2910,SUCCESS,36-45,36-45,West Bengal,Yes Bank,SBI,iOS,4G,0,14,Monday,0
TXN0000179298,P2P,Shopping,2093,SUCCESS,46-55,26-35,Maharashtra,PNB,Axis,Android,5G,0,21,Monday,0
TXN0000089525,P2P,Fuel,578,SUCCESS,18-25,36-45,Karnataka,ICICI,Kotak,Web,WiFi,0,21,Friday,0
TXN0000212485,P2P,Shopping,9539,SUCCESS,36-45,26-35,Tamil Nadu,PNB,IndusInd,iOS,4G,0,12,Wednesday,0
TXN0000054221,P2P,Grocery,2015,SUCCESS,18-25,46-55,Rajasthan,SBI,PNB,Android,4G,0,0,Friday,0
TXN0000045034,P2M,Healthcare,315,SUCCESS,18-25,46-55,Uttar Pradesh,IndusInd,SBI,Android,WiFi,0,15,Thursday,0
TXN0000227596,P2P,Shopping,701,SUCCESS,18-25,26-35,Maharashtra,Kotak,HDFC,iOS,4G,0,13,Saturday,1
TXN0000115360,P2P,Utilities,1432,SUCCESS,36-45,26-35,Rajasthan,PNB,SBI,iOS,5G,0,19,Monday,0
TXN0000169331,Recharge,Fuel,251,SUCCESS,18-25,36-45,Delhi,Axis,ICICI,Android,4G,0,16,Saturday,1
TXN0000235708,Bill Payment,Utilities,1816,FAILED,26-35,36-45,Tamil Nadu,SBI,HDFC,Android,5G,0,17,Saturday,1
TXN0000209913,Recharge,Grocery,2654,SUCCESS,36-45,26-35,Karnataka,SBI,Axis,Android,5G,0,13,Monday,0
TXN0000249769,Bill Payment,Shopping,6922,SUCCESS,56+,18-25,Maharashtra,SBI,SBI,Android,5G,0,17,Monday,0
TXN0000188752,P2P,Shopping,511,SUCCESS,36-45,18-25,Maharashtra,Yes Bank,SBI,Android,4G,0,18,Friday,0
TXN0000218533,Bill Payment,Food,200,SUCCESS,18-25,26-35,Gujarat,HDFC,SBI,Android,4G,0,16,Monday,0
TXN0000212793,P2P,Education,2215,SUCCESS,36-45,26-35,Karnataka,Kotak,Axis,Android,5G,0,16,Thursday,0
TXN0000135045,P2M,Fuel,326,SUCCESS,46-55,46-55,Telangana,ICICI,SBI,iOS,5G,0,18,Sunday,1
TXN0000154572,P2P,Shopping,223,SUCCESS,36-45,18-25,West Bengal,HDFC,SBI,iOS,5G,0,21,Monday,0
TXN0000228732,P2M,Healthcare,381,SUCCESS,36-45,26-35,Telangana,SBI,IndusInd,Android,4G,0,16,Wednesday,0
TXN0000042914,P2P,Food,799,SUCCESS,26-35,36-45,Uttar Pradesh,IndusInd,PNB,iOS,4G,0,13,Monday,0
